date,doy,electron_activity,proton_activity,flare,cme,missing_data,missing_pct,units
2018-07-08,189,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-09,190,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-10,191,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-11,192,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-12,193,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-13,194,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-14,195,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-15,196,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-16,197,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-17,198,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-18,199,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-19,200,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-20,201,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-21,202,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-22,203,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-23,204,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-24,205,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-25,206,High,Medium,No,No,No,0,particles/sq cm.sec.sr
2018-07-26,207,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-27,208,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-28,209,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-29,210,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-30,211,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-07-31,212,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-01,213,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-02,214,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-03,215,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-04,216,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-05,217,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-06,218,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-07,219,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-08,220,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-09,221,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-10,222,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-11,223,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-12,224,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-13,225,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-14,226,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-15,227,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-16,228,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-17,229,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-18,230,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-19,231,High,Medium,No,No,No,0,particles/sq cm.sec.sr
2018-08-20,232,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-21,233,High,Medium,No,No,No,0,particles/sq cm.sec.sr
2018-08-22,234,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-23,235,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-24,236,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-25,237,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-26,238,Low,Low,No,No,No,0,particles/sq cm.sec.sr
2018-08-27,239,High,Medium,No,No,No,0,particles/sq cm.sec.sr
2018-08-28,240,High,Medium,No,No,No,0,particles/sq cm.sec.sr
2018-08-29,241,High,Medium,No,No,No,0,particles/sq cm.sec.sr
2018-08-30,242,High,Medium,No,No,No,0,particles/sq cm.sec.sr
2018-08-31,243,High,Medium,No,No,No,0,particles/sq cm.sec.sr
